Id,SalePrice
1461,162986.40784385047
1462,163017.47523092452
1463,163105.63160225638
1464,163119.62048503346
1465,163115.25458274
1466,163077.2624350338
1467,163061.55735342202
1468,163097.33211085264
1469,163082.45876361945
1470,162991.12290058733
1471,163100.77617461438
1472,162985.35355877088
1473,162981.79595825102
1474,163023.82435657844
1475,163014.7749999153
1476,163135.3687045174
1477,163159.28220994942
1478,163131.1968552704
1479,163127.601748535
1480,163127.93826665744
1481,163173.66537309153
1482,163164.18781730602
1483,163139.32316411336
1484,163156.029489027
1485,163145.2292272647
1486,163146.71495792223
1487,163147.1808792226
1488,163155.16089887804
1489,163136.32787951452
1490,163126.1161334805
1491,163164.9130207667
1492,162968.09908253865
1493,163036.63018165284
1494,163136.95456039396
1495,163148.9348723093
1496,163109.1784859183
1497,163139.37979534632
1498,163117.46308695336
1499,163102.88356146743
1500,163138.98026469056
1501,163098.80861580907
1502,163149.6933272367
1503,163121.3378733318
1504,163161.51874527484
1505,163144.47380819957
1506,163040.1894575836
1507,163090.39849746975
1508,163062.75662141305
1509,163011.20520817497
1510,163026.10886742902
1511,163049.31109081057
1512,163036.20419478178
1513,162993.00983037055
1514,163007.87873013248
1515,163012.51728135627
1516,162986.17135483728
1517,163046.8863975668
1518,162977.8904615117
1519,163154.6509522021
1520,163007.0186115514
1521,163013.155357495
1522,162990.50916399783
1523,162963.22203211635
1524,162969.0583524703
1525,162965.68993763532
1526,162973.93012910933
1527,162970.37867775283
1528,162970.12943504742
1529,162995.1673250806
1530,163020.47844207843
1531,163006.3653190687
1532,162977.64454433805
1533,162995.87299196667
1534,163014.9924421444
1535,163011.91042677578
1536,162954.71829087858
1537,162982.70574787652
1538,163021.8584723055
1539,163038.3621047954
1540,163009.83848452644
1541,162986.2099259216
1542,162973.89530452652
1543,163029.44112265593
1544,162980.8383783895
1545,162968.12256464886
1546,162962.99295921728
1547,162994.62644381743
1548,162955.07658874514
1549,162993.90429401695
1550,162961.9498083925
1551,162969.8618515827
1552,162960.47008142335
1553,163047.65957648878
1554,162992.96081838597
1555,163028.23506727724
1556,163010.7952534983
1557,163002.04928053348
1558,163007.40333961026
1559,162996.11769471434
1560,162997.04738095516
1561,163010.88487506434
1562,163017.66445165052
1563,162978.31002424116
1564,163042.73697622394
1565,163001.8851662179
1566,163073.01750351727
1567,162977.8492007682
1568,163131.0142045783
1569,163015.85355112224
1570,163017.22507258484
1571,162979.64303656804
1572,162996.7204367587
