Id,SalePrice
1461,125369.69
1462,148026.08
1463,182018.55
1464,189923.88
1465,185255.5
1466,167890.36
1467,159693.14
1468,167238.77
1469,185869.48
1470,127631.22
1471,154458.45
1472,101226.63
1473,104501.61
1474,140044.98
1475,118853.55
1476,328133.5
1477,253897.36
1478,311836.56
1479,319502.5
1480,425851.94
1481,330726.72
1482,213342.33
1483,168299.6
1484,165205.92
1485,194468.05
1486,189551.92
1487,345832.22
1488,210687.73
1489,199603.33
1490,240533.2
1491,195370.75
1492,79003.03
1493,205627.36
1494,299588.44
1495,273893.22
1496,219354.39
1497,175972.7
1498,183482.16
1499,166656.42
1500,178810.14
1501,193156.34
1502,176702.39
1503,275882.47
1504,238730.7
1505,221389.14
1506,184060.67
1507,246664.7
1508,183116.48
1509,163422.52
1510,160956.33
1511,160836.27
1512,164500.89
1513,129678.45
1514,148911.64
1515,169612.55
1516,145397.02
1517,168780.16
1518,127851.09
1519,200964.73
1520,138821.36
1521,140643.53
1522,181790.44
1523,114590.86
1524,111264.56
1525,119275.55
1526,116691.35
1527,114712.9
1528,126693.58
1529,153752.03
1530,200175.64
1531,134228.98
1532,104158.67
1533,137257.8
1534,114981.45
1535,141691.55
1536,110072.57
1537,60009.83
1538,137436.8
1539,177848.73
1540,91581.46
1541,142097.98
1542,137342.48
1543,190529.84
1544,89731.95
1545,114851.75
1546,140903.94
1547,138472.12
1548,134415.83
1549,127049.91
1550,138319.7
1551,103725.41
1552,147575.19
1553,151731.52
1554,117521.47
1555,159221.23
1556,88956.21
1557,86339.95
1558,114038.86
1559,97028.336
1560,120827.9
1561,119959.04
1562,143444.86
1563,132738.3
1564,154877.08
1565,155158.23
1566,224788.27
1567,92424.586
1568,242379.06
1569,144596.56
1570,136754.2
1571,108706.88
1572,127642.93
1573,250307.17
1574,119052.92
1575,247547.83
1576,242157.92
1577,186159.2
1578,141475.3
1579,148186.05
1580,183396.17
1581,166729.42
1582,124418.58
1583,273210.72
1584,215350.52
1585,155014.19
1586,108457.81
1587,95463.92
1588,142021.36
1589,92268.47
1590,124982.98
1591,111261.84
1592,124050.02
1593,127970.68
1594,151088.92
1595,124353.266
1596,234920.02
1597,210631.64
1598,205252.98
1599,161832.39
1600,150339.77
1601,81572.57
1602,122515.94
1603,68875.15
1604,271930.4
1605,226239.56
1606,152834.4
1607,161274.12
1608,230515.73
1609,189419.8
1610,175846.33
1611,148643.14
1612,169695.53
1613,163902.52
1614,111023.39
1615,91753.7
1616,91036.75
1617,93985.99
1618,130331.1
1619,158027.55
1620,138563.48
1621,150762.48
1622,146440.9
1623,261237.14
1624,217084.98
1625,120685.984
1626,171048.52
1627,178340.08
1628,263186.84
1629,177354.98
1630,313527.78
1631,259137.84
1632,242306.7
1633,183117.95
1634,191280.34
1635,182560.48
1636,156632.27
1637,188754.95
1638,181308.33
1639,173034.67
1640,213173.55
1641,168652.11
1642,259587.4
1643,216807.0
1644,227276.56
1645,205854.06
1646,170559.39
1647,153306.86
1648,131569.95
1649,149104.47
1650,123819.93
1651,127293.805
1652,105773.7
1653,105840.664
1654,150006.3
1655,134356.27
1656,143358.22
1657,152089.52
1658,161228.28
1659,123431.06
1660,167867.89
1661,393800.88
1662,336552.6
1663,335906.0
1664,455879.6
1665,287498.7
1666,335678.1
1667,349309.16
1668,317831.53
1669,306333.28
1670,323699.6
1671,279073.3
1672,363972.66
1673,297646.78
1674,245984.83
1675,201375.38
1676,195978.52
1677,218147.44
1678,413793.22
1679,370649.1
1680,287660.6
1681,233373.94
1682,328934.78
1683,191642.77
1684,184118.08
1685,180846.72
1686,168404.98
1687,172909.2
1688,191999.55
1689,188913.12
1690,197222.52
1691,194120.67
1692,242197.52
1693,182288.61
1694,183744.73
1695,167660.42
1696,258611.86
1697,165208.1
1698,326625.1
1699,343304.28
1700,283773.84
1701,273848.6
1702,224083.23
1703,231512.33
1704,253744.89
1705,256910.11
1706,316323.2
1707,217093.86
1708,199719.89
1709,241931.45
1710,222023.88
1711,284264.53
1712,245765.02
1713,250080.14
1714,203883.06
1715,214440.0
1716,175181.17
1717,189463.22
1718,150060.11
1719,224574.52
1720,224625.14
1721,163563.86
1722,145633.97
1723,163881.61
1724,195426.22
1725,243252.3
1726,193789.98
1727,156424.58
1728,192163.33
1729,170853.8
1730,159049.45
1731,125133.625
1732,130979.78
1733,115191.34
1734,110782.41
1735,142072.78
1736,122235.38
1737,272919.72
1738,264638.2
1739,213798.22
1740,206576.11
1741,193703.2
1742,180910.22
1743,182065.05
1744,316561.66
1745,219556.38
1746,164805.9
1747,220024.8
1748,224102.8
1749,154191.86
1750,126911.83
1751,241172.17
1752,127168.42
1753,144224.94
1754,186333.86
1755,171096.36
1756,146550.42
1757,125021.81
1758,144218.52
1759,148253.05
1760,159259.86
1761,147068.52
1762,162126.95
1763,183057.31
1764,125412.96
1765,144304.22
1766,175671.23
1767,194910.4
1768,141428.58
1769,157700.08
1770,153821.8
1771,121740.34
1772,132451.73
1773,136330.16
1774,149614.06
1775,145242.22
1776,127358.03
1777,108752.46
1778,151043.02
1779,140141.4
1780,156139.89
1781,122275.36
1782,104242.55
1783,145039.14
1784,118747.79
1785,117257.45
1786,141061.02
1787,151077.55
1788,88295.37
1789,102605.234
1790,106390.51
1791,192377.12
1792,152898.67
1793,129643.78
1794,155939.95
1795,138323.08
1796,139539.67
1797,118274.914
1798,133198.5
1799,110924.92
1800,147478.61
1801,125239.97
1802,123797.1
1803,150094.08
1804,149443.3
1805,140990.84
1806,109547.164
1807,132324.36
1808,117050.72
1809,130143.125
1810,130697.06
1811,81989.19
1812,101666.46
1813,112354.06
1814,88697.36
1815,74260.2
1816,107136.414
1817,123141.25
1818,146248.34
1819,133538.61
1820,90637.08
1821,97655.484
1822,150128.64
1823,60407.19
1824,124410.16
1825,127280.37
1826,122521.22
1827,110785.85
1828,135607.23
1829,139224.03
1830,121318.555
1831,117361.05
1832,92330.59
1833,132224.64
1834,127035.89
1835,122624.16
1836,97973.016
1837,97715.81
1838,114079.61
1839,100296.85
1840,149330.12
1841,136499.02
1842,124489.664
1843,144764.52
1844,154737.33
1845,149828.27
1846,152093.08
1847,170664.5
1848,77164.33
1849,117957.39
1850,117567.45
1851,138282.45
1852,126288.23
1853,140300.45
1854,161519.62
1855,169412.73
1856,231923.58
1857,148899.7
1858,142567.53
1859,126940.95
1860,160970.89
1861,126736.77
1862,309517.16
1863,288826.9
1864,288849.97
1865,314781.1
1866,292708.4
1867,202144.52
1868,268047.9
1869,198033.02
1870,210729.02
1871,266126.5
1872,188704.42
1873,255585.22
1874,144907.7
1875,189926.11
1876,198325.23
1877,192315.94
1878,194901.61
1879,143850.55
1880,126117.9
1881,233452.7
1882,227954.08
1883,184287.34
1884,187570.98
1885,214603.86
1886,263504.22
1887,216062.02
1888,237699.77
1889,183748.77
1890,129722.09
1891,132818.47
1892,100617.0
1893,126863.29
1894,136685.11
1895,136256.44
1896,119853.58
1897,128766.17
1898,108565.58
1899,167823.12
1900,158899.48
1901,178267.08
1902,163601.03
1903,233919.47
1904,134458.45
1905,175689.33
1906,132097.3
1907,212023.83
1908,112754.28
1909,143068.48
1910,124671.06
1911,211812.3
1912,285345.34
1913,153248.02
1914,67209.77
1915,300224.16
1916,74971.95
1917,231221.34
1918,137202.58
1919,167348.73
1920,145267.27
1921,344372.9
1922,317378.03
1923,228258.23
1924,262830.6
1925,201364.3
1926,344028.4
1927,136489.33
1928,160946.39
1929,120492.42
1930,141870.23
1931,144965.53
1932,144898.4
1933,205951.39
1934,172057.39
1935,179103.47
1936,196518.47
1937,186472.53
1938,172061.75
1939,285695.28
1940,184202.08
1941,162508.6
1942,176188.2
1943,229247.45
1944,385073.62
1945,372654.62
1946,129269.0
1947,265728.88
1948,157530.73
1949,240966.33
1950,174223.17
1951,241833.27
1952,199295.1
1953,184405.62
1954,175835.83
1955,145437.73
1956,296089.44
1957,146522.97
1958,263914.22
1959,154046.94
1960,126529.69
1961,132876.7
1962,103336.55
1963,107271.92
1964,107368.484
1965,153338.92
1966,126851.19
1967,309207.1
1968,381378.47
1969,356552.28
1970,379841.78
1971,432983.4
1972,366599.72
1973,309147.4
1974,333980.1
1975,412516.97
1976,284245.7
1977,353669.06
1978,345633.9
1979,289136.1
1980,217524.27
1981,297342.72
1982,223260.48
1983,212133.44
1984,185856.34
1985,217644.17
1986,187555.3
1987,192395.89
1988,181797.58
1989,188990.2
1990,201102.9
1991,225259.17
1992,208485.3
1993,177977.47
1994,200182.14
1995,178402.92
1996,294828.4
1997,297513.1
1998,301200.4
1999,315256.4
2000,309865.84
2001,346852.94
2002,236182.31
2003,238993.3
2004,292949.88
2005,220961.77
2006,218146.8
2007,238463.6
2008,244861.05
2009,206581.22
2010,189559.14
2011,163141.27
2012,175752.72
2013,193872.56
2014,194469.23
2015,232348.75
2016,201472.83
2017,191268.23
2018,137449.14
2019,127098.5
2020,107839.2
2021,118184.77
2022,196604.61
2023,126181.28
2024,291811.4
2025,359637.72
2026,168334.78
2027,176399.92
2028,155935.44
2029,166549.5
2030,231189.17
2031,206320.02
2032,223076.95
2033,209921.11
2034,171682.16
2035,234816.34
2036,183135.72
2037,193277.34
2038,275083.88
2039,265974.88
2040,297321.47
2041,258064.97
2042,204348.45
2043,171287.95
2044,167225.7
2045,198254.08
2046,153430.58
2047,139397.89
2048,149606.48
2049,143812.3
2050,166005.17
2051,122113.71
2052,126862.19
2053,146078.53
2054,111494.945
2055,125609.0
2056,148197.75
2057,132037.81
2058,203757.83
2059,144709.73
2060,160472.73
2061,149653.69
2062,134757.83
2063,131017.8
2064,137050.95
2065,122157.65
2066,155738.7
2067,110468.61
2068,137270.17
2069,87171.266
2070,104801.516
2071,110120.95
2072,144857.38
2073,130717.35
2074,172353.86
2075,148840.22
2076,117284.95
2077,161611.5
2078,129868.5
2079,126479.68
2080,107103.18
2081,125313.5
2082,127646.19
2083,142332.36
2084,113588.266
2085,117932.97
2086,120105.95
2087,115681.336
2088,100849.28
2089,97592.0
2090,136461.02
2091,116674.63
2092,120012.05
2093,92905.95
2094,113102.96
2095,154344.36
2096,89854.47
2097,110522.68
2098,148037.39
2099,80462.25
2100,74070.24
2101,107716.0
2102,116377.48
2103,108055.375
2104,120960.26
2105,138214.23
2106,65542.8
2107,173303.7
2108,114118.28
2109,110450.305
2110,110915.14
2111,126653.83
2112,142615.62
2113,116285.5
2114,113996.36
2115,167512.64
2116,122078.875
2117,161021.64
2118,132338.42
2119,108904.266
2120,112847.25
2121,101262.89
2122,126359.51
2123,104613.56
2124,150630.1
2125,117467.734
2126,170991.39
2127,171843.95
2128,114837.77
2129,81552.41
2130,120889.0
2131,130667.45
2132,87788.09
2133,116121.57
2134,116710.14
2135,91985.82
2136,62595.484
2137,116163.2
2138,119600.92
2139,144675.14
2140,132748.17
2141,152825.98
2142,136515.66
2143,142975.75
2144,105196.35
2145,142186.1
2146,166380.1
2147,157786.73
2148,133692.69
2149,147343.75
2150,239192.78
2151,117281.73
2152,182187.1
2153,178887.95
2154,115491.28
2155,140921.52
2156,240234.25
2157,214745.11
2158,252859.05
2159,207440.27
2160,196255.14
2161,214475.98
2162,339570.47
2163,314821.9
2164,265668.97
2165,209148.94
2166,149205.12
2167,219690.14
2168,195657.73
2169,197552.52
2170,209333.62
2171,152278.98
2172,136428.42
2173,164058.34
2174,207209.86
2175,266425.7
2176,300959.66
2177,240249.73
2178,211177.64
2179,161265.39
2180,206931.92
2181,197954.4
2182,213467.17
2183,190970.03
2184,119669.2
2185,141645.33
2186,134203.83
2187,153900.98
2188,153939.36
2189,254174.33
2190,88905.414
2191,90948.7
2192,90725.7
2193,110298.67
2194,115723.85
2195,125191.38
2196,101601.89
2197,122998.95
2198,136501.02
2199,188841.05
2200,161057.22
2201,155559.7
2202,203241.14
2203,157169.44
2204,167956.86
2205,117556.05
2206,132258.05
2207,213109.33
2208,257872.78
2209,262562.0
2210,127438.984
2211,116781.68
2212,119207.25
2213,105159.734
2214,132804.4
2215,98835.47
2216,135102.39
2217,34962.098
2218,84565.52
2219,94347.75
2220,80763.766
2221,301718.84
2222,284838.62
2223,272712.47
2224,199210.52
2225,154098.53
2226,168556.53
2227,182991.97
2228,284467.88
2229,259315.4
2230,172581.3
2231,225398.73
2232,186561.27
2233,207760.39
2234,252908.97
2235,222052.1
2236,247953.64
2237,293262.28
2238,199724.33
2239,120957.234
2240,151058.94
2241,161295.84
2242,112364.445
2243,111956.88
2244,101467.45
2245,114546.414
2246,135892.1
2247,99669.32
2248,130798.766
2249,136053.44
2250,125371.22
2251,139411.97
2252,155147.48
2253,159994.62
2254,178648.05
2255,177704.77
2256,174282.4
2257,190134.94
2258,158035.83
2259,176922.52
2260,139355.0
2261,237376.83
2262,243257.38
2263,371141.9
2264,460813.25
2265,160882.8
2266,298906.03
2267,370550.88
2268,454113.16
2269,157293.05
2270,200554.7
2271,199293.17
2272,231526.72
2273,156243.75
2274,186615.05
2275,160678.78
2276,204616.44
2277,175202.45
2278,137653.72
2279,152894.77
2280,111284.95
2281,154722.47
2282,172322.86
2283,104046.93
2284,107402.72
2285,128925.984
2286,129621.08
2287,347920.56
2288,299738.12
2289,339263.7
2290,407989.78
2291,335929.75
2292,383664.28
2293,399724.1
2294,376799.3
2295,433613.78
2296,283540.47
2297,365611.97
2298,349629.16
2299,334658.22
2300,326941.25
2301,337625.53
2302,261166.56
2303,256875.84
2304,259451.19
2305,202689.06
2306,191008.22
2307,209098.48
2308,237412.66
2309,259900.56
2310,227759.89
2311,204160.11
2312,180895.61
2313,178749.05
2314,186539.12
2315,192547.38
2316,200972.42
2317,182043.5
2318,195444.4
2319,193777.67
2320,180869.36
2321,223979.39
2322,188314.33
2323,200602.72
2324,187026.73
2325,196005.9
2326,179152.58
2327,195320.86
2328,213085.34
2329,189162.45
2330,178098.61
2331,344970.97
2332,370907.44
2333,312483.03
2334,278707.84
2335,301691.7
2336,302736.84
2337,185067.69
2338,236784.34
2339,208940.23
2340,342382.6
2341,203852.61
2342,223441.39
2343,236841.64
2344,197773.44
2345,216433.64
2346,214384.08
2347,198623.3
2348,249573.77
2349,201902.0
2350,300972.25
2351,258901.95
2352,236566.08
2353,245410.95
2354,159333.89
2355,160084.14
2356,168292.97
2357,181811.56
2358,206758.55
2359,146074.8
2360,125923.42
2361,139883.72
2362,256849.69
2363,153392.75
2364,167798.14
2365,185459.61
2366,196717.88
2367,202169.53
2368,202861.77
2369,198755.64
2370,167185.98
2371,166848.58
2372,205740.17
2373,296164.4
2374,305708.22
2375,236004.33
2376,289897.56
2377,298917.78
2378,168987.77
2379,210206.02
2380,147873.23
2381,176945.64
2382,199030.45
2383,182462.62
2384,241853.6
2385,163849.19
2386,137882.77
2387,131851.23
2388,106711.875
2389,135692.44
2390,166787.12
2391,146185.86
2392,131178.36
2393,171742.3
2394,158068.12
2395,192471.02
2396,139119.84
2397,182542.66
2398,136294.36
2399,70999.625
2400,86518.36
2401,121906.945
2402,143063.2
2403,138427.36
2404,145017.3
2405,160712.36
2406,148635.33
2407,125558.88
2408,146139.64
2409,132253.3
2410,149639.92
2411,117009.06
2412,148054.8
2413,138416.44
2414,139551.11
2415,143866.42
2416,116423.89
2417,122882.62
2418,129076.9
2419,137806.02
2420,124448.65
2421,150686.67
2422,109763.31
2423,125927.47
2424,152835.19
2425,199597.56
2426,136600.38
2427,131323.19
2428,175070.89
2429,117921.31
2430,133365.78
2431,120790.47
2432,161228.03
2433,149231.61
2434,141925.55
2435,147452.73
2436,124297.48
2437,115509.734
2438,129384.73
2439,107727.086
2440,119032.38
2441,76467.93
2442,103256.18
2443,130462.25
2444,143120.0
2445,97489.875
2446,130329.1
2447,172571.38
2448,111520.266
2449,107475.93
2450,145569.27
2451,128800.78
2452,186205.58
2453,106081.734
2454,128307.86
2455,114838.67
2456,128028.28
2457,163863.3
2458,150304.17
2459,106247.266
2460,154536.02
2461,135309.03
2462,140754.0
2463,131888.08
2464,166279.66
2465,136016.62
2466,128074.56
2467,130171.08
2468,83132.08
2469,82588.164
2470,175187.47
2471,190318.88
2472,153269.42
2473,107829.06
2474,72539.195
2475,171281.7
2476,113387.31
2477,119620.39
2478,142798.86
2479,111063.64
2480,150142.61
2481,131107.86
2482,129614.14
2483,124962.81
2484,119972.914
2485,120900.83
2486,161908.77
2487,187813.84
2488,159962.98
2489,148769.28
2490,138753.2
2491,82078.89
2492,203630.38
2493,163654.75
2494,134691.05
2495,90345.33
2496,217247.3
2497,148413.33
2498,117640.625
2499,102922.3
2500,133236.36
2501,129198.8
2502,131551.75
2503,90299.0
2504,190107.2
2505,248187.33
2506,237035.52
2507,273924.56
2508,230363.84
2509,213590.66
2510,207367.97
2511,168223.89
2512,212759.42
2513,221402.7
2514,330665.97
2515,164615.5
2516,181379.86
2517,164663.39
2518,163284.23
2519,266815.72
2520,237834.67
2521,183737.12
2522,224569.31
2523,122854.09
2524,144939.17
2525,144406.42
2526,166849.25
2527,133052.45
2528,140500.3
2529,155389.64
2530,134966.02
2531,245180.05
2532,217248.64
2533,195899.72
2534,247633.83
2535,259966.86
2536,222432.19
2537,261285.81
2538,192103.23
2539,177691.8
2540,182612.84
2541,183547.3
2542,177288.75
2543,125052.586
2544,114627.484
2545,122803.96
2546,128272.6
2547,113557.5
2548,167536.92
2549,174535.25
2550,525477.25
2551,146421.39
2552,117957.86
2553,100663.25
2554,106133.36
2555,104857.93
2556,109206.67
2557,105609.58
2558,156160.33
2559,148235.89
